interaction_type,duration,page_or_product,age,converted
2,99.0,1,26.0,0
3,45.0,29,39.0,0
11,93.0,7,25.0,0
12,29.0,19,38.0,1
2,32.0,5,37.0,0
12,54.0,18,26.0,1
6,90.0,18,31.0,0
13,114.0,8,33.0,0
11,204.0,7,32.0,0
7,7.0,2,35.0,0
13,265.0,5,37.0,0
12,41.0,18,39.0,1
9,26.0,26,36.0,0
4,20.0,14,50.0,0
3,51.0,10,27.0,0
13,99.0,32,18.0,0
13,216.0,1,38.0,0
12,28.0,18,36.0,1
6,168.0,26,36.0,0
3,12.0,28,43.0,0
3,11.0,10,42.0,0
11,116.0,8,43.0,0
12,22.0,22,29.0,1
4,54.0,0,40.0,0
8,5.0,21,18.0,0
7,1.0,22,34.0,0
12,40.0,18,36.0,1
12,78.0,19,18.0,1
12,97.0,23,42.0,1
11,195.0,6,22.0,0
8,183.0,28,44.0,0
0,3.0,13,45.0,0
7,10.0,18,18.0,0
11,98.0,24,42.0,0
11,265.0,24,53.0,0
12,256.0,12,42.0,1
12,79.5,22,52.0,1
2,34.0,29,30.0,0
12,259.0,7,42.0,1
2,102.0,8,42.0,0
12,105.0,0,18.0,1
13,159.0,24,36.0,0
9,15.0,21,19.0,0
7,1.0,2,19.0,0
12,53.0,26,27.0,1
9,28.0,3,40.0,0
3,28.0,24,42.0,0
8,6.0,21,36.0,0
3,38.0,23,31.0,0
6,54.0,22,30.0,0
12,102.0,22,22.0,1
2,107.0,24,41.0,0
3,23.0,20,18.0,0
12,42.0,27,20.0,1
12,96.0,26,20.0,1
12,96.0,21,20.0,1
12,60.5,3,42.0,1
11,60.0,12,18.0,0
1,5.0,5,24.0,0
8,2.0,30,44.0,0
7,8.0,3,31.0,0
1,6.0,13,27.0,0
12,8.0,18,50.0,1
6,136.0,31,31.0,0
6,13.0,19,45.0,0
3,37.0,12,26.0,0
11,265.0,9,18.0,0
3,12.0,14,29.0,0
11,265.0,28,20.0,0
3,30.0,0,31.0,0
11,165.0,29,28.0,0
12,100.5,21,50.0,1
12,77.5,22,38.0,1
3,37.0,9,21.0,0
7,2.0,31,34.0,0
1,6.0,23,23.0,0
7,8.0,21,21.0,0
12,167.0,12,35.0,1
12,115.0,19,51.0,1
8,1.0,2,29.0,0
12,65.0,18,30.0,1
0,3.0,32,36.0,0
10,8.0,1,36.0,0
12,58.0,18,45.0,1
2,39.0,24,60.0,0
2,39.0,32,33.0,0
11,236.0,0,28.0,0
5,38.0,22,30.0,0
12,248.0,14,45.0,1
12,46.0,18,40.0,1
12,152.0,20,36.0,1
12,60.0,18,37.0,1
12,29.0,21,45.0,1
7,8.0,22,45.0,0
13,10.0,30,36.0,0
12,131.0,13,27.0,1
0,4.0,14,32.0,0
5,97.0,18,41.0,0
8,6.0,18,36.0,0
11,239.0,5,37.0,0
12,265.0,13,31.0,1
7,5.0,21,50.0,0
7,5.0,3,34.0,0
12,39.0,21,38.0,1
6,151.0,16,18.0,0
8,6.0,31,49.0,0
12,186.0,10,30.0,1
7,8.0,16,18.0,0
1,10.0,5,37.0,0
3,45.0,1,18.0,0
12,99.0,19,18.0,1
5,10.0,3,51.0,0
6,148.0,21,32.0,0
6,75.0,26,27.0,0
2,82.0,6,49.0,0
12,24.0,21,32.0,1
6,177.0,27,18.0,0
8,10.0,26,28.0,0
2,21.0,6,28.0,0
12,234.0,5,18.0,1
9,18.0,27,29.0,0
6,76.0,19,33.0,0
12,51.0,18,27.0,1
9,29.5,3,31.0,0
3,8.0,29,59.0,0
8,7.0,22,27.0,0
11,208.0,0,45.0,0
11,194.0,25,38.0,0
11,235.0,28,33.0,0
12,6.0,26,25.0,1
12,22.5,27,36.0,1
2,21.0,10,36.0,0
11,167.0,23,27.0,0
6,162.0,16,18.0,0
12,265.0,20,19.0,1
8,8.0,26,19.0,0
3,28.0,24,21.0,0
6,67.0,22,32.0,0
6,155.0,21,36.0,0
7,6.0,21,50.0,0
8,7.0,3,23.0,0
7,1.0,2,27.0,0
6,120.0,16,23.0,0
2,109.0,23,18.0,0
12,65.0,7,30.0,1
7,7.0,31,26.0,0
12,65.5,21,33.0,1
6,51.0,16,28.0,0
8,7.0,27,39.0,0
6,117.0,22,31.0,0
6,153.0,21,38.0,0
7,10.0,21,40.0,0
3,18.0,12,47.0,0
12,39.0,0,60.0,1
2,39.0,23,60.0,0
9,60.0,19,28.0,0
2,102.0,23,23.0,0
3,43.0,12,40.0,0
6,164.0,21,22.0,0
12,70.0,26,39.0,1
12,54.0,21,42.0,1
12,158.0,5,26.0,1
1,3.0,14,37.0,0
7,6.0,21,42.0,0
3,47.0,12,49.0,0
11,92.0,5,40.0,0
13,265.0,20,39.0,0
8,8.0,27,18.0,0
12,57.5,18,44.0,1
11,146.0,25,31.0,0
12,93.0,10,21.0,1
4,41.0,8,52.0,0
13,217.0,9,24.0,0
7,5.0,21,30.0,0
3,60.0,23,37.0,0
2,57.0,12,32.0,0
12,128.0,20,30.0,1
7,5.0,18,30.0,0
12,74.0,21,45.0,1
4,12.0,25,37.0,0
12,17.0,21,42.0,1
12,143.0,19,29.0,1
8,120.0,32,34.0,0
12,107.0,27,18.0,1
6,42.0,30,36.0,0
7,9.0,21,28.0,0
13,3.0,18,40.0,0
2,191.0,14,25.0,0
3,26.0,11,28.0,0
12,265.0,8,31.0,1
11,85.0,24,39.0,0
13,265.0,24,24.0,0
0,1.0,24,36.0,0
2,15.0,8,35.0,0
6,83.0,27,31.0,0
12,35.0,18,32.0,1
3,6.0,12,18.0,0
11,96.0,6,29.0,0
0,1.0,25,41.0,0
12,49.5,3,25.0,1
10,2.0,12,31.0,0
12,69.0,27,31.0,1
3,24.0,24,18.0,0
12,77.5,21,41.0,1
6,166.0,30,25.0,0
11,209.0,9,45.0,0
12,45.0,19,38.0,1
12,102.5,22,18.0,1
13,263.0,1,43.0,0
0,1.0,32,18.0,0
3,50.0,11,23.0,0
3,4.0,16,18.0,0
7,8.0,22,38.0,0
12,63.5,18,41.0,1
3,29.0,9,28.0,0
2,100.0,12,31.0,0
12,50.0,18,30.0,1
7,51.0,25,32.0,0
3,59.0,23,27.0,0
13,69.0,7,28.0,0
8,6.0,31,44.0,0
12,241.0,24,32.0,1
12,91.5,17,31.0,1
12,126.0,32,34.0,1
6,9.0,31,55.0,0
6,68.0,3,28.0,0
12,87.0,14,20.0,1
7,7.0,26,27.0,0
7,9.0,3,36.0,0
12,17.0,19,32.0,1
11,146.0,11,18.0,0
13,235.0,11,45.0,0
11,205.0,14,30.0,0
12,25.0,21,45.0,1
2,65.0,24,23.0,0
3,25.0,29,28.0,0
8,10.0,2,32.0,0
12,56.0,27,35.0,1
13,122.0,10,19.0,0
9,40.0,22,34.0,0
13,122.0,0,19.0,0
2,72.0,1,19.0,0
6,23.0,2,23.0,0
8,5.0,22,34.0,0
7,1.0,2,18.0,0
7,10.0,21,44.0,0
7,4.0,18,18.0,0
3,42.0,1,30.0,0
3,20.0,29,48.0,0
8,6.0,22,33.0,0
13,265.0,5,32.0,0
3,21.0,11,22.0,0
11,265.0,23,32.0,0
3,10.0,13,33.0,0
12,90.5,4,40.0,1
11,124.0,8,42.0,0
6,158.0,31,34.0,0
11,74.0,6,43.0,0
4,33.0,24,27.0,0
3,55.0,23,31.0,0
13,95.0,11,38.0,0
7,1.0,22,24.0,0
0,4.0,29,29.0,0
8,8.0,19,22.0,0
9,29.0,22,39.0,0
11,197.0,9,40.0,0
7,9.0,21,24.0,0
8,7.0,21,42.0,0
12,32.0,26,38.0,1
8,5.0,16,31.0,0
7,3.0,26,18.0,0
2,48.0,11,18.0,0
11,265.0,12,41.0,0
6,159.0,22,29.0,0
1,9.0,1,32.0,0
12,22.0,22,25.0,1
12,263.0,10,26.0,1
10,7.0,6,18.0,0
7,3.0,18,30.0,0
3,56.0,1,20.0,0
8,5.0,21,20.0,0
6,72.0,30,28.0,0
12,222.0,11,38.0,1
7,6.0,18,32.0,0
12,136.0,13,38.0,1
3,28.0,14,35.0,0
7,74.0,22,27.0,0
7,1.0,22,41.0,0
12,33.0,18,33.0,1
7,1.0,27,18.0,0
12,9.0,21,58.0,1
3,57.0,11,34.0,0
12,166.0,32,18.0,1
0,3.0,5,21.0,0
11,265.0,23,45.0,0
8,10.0,26,20.0,0
12,102.0,32,35.0,1
11,100.0,23,47.0,0
6,107.0,3,41.0,0
3,52.0,5,21.0,0
12,39.5,19,26.0,1
5,106.0,2,34.0,0
3,31.0,12,18.0,0
12,27.5,27,30.0,1
11,183.0,32,37.0,0
3,35.0,5,31.0,0
8,7.0,26,31.0,0
11,169.0,20,35.0,0
12,265.0,10,40.0,1
8,1.0,21,24.0,0
12,85.0,4,47.0,1
12,265.0,5,33.0,1
11,224.0,29,37.0,0
8,8.0,2,21.0,0
12,85.0,4,47.0,1
12,73.5,3,33.0,1
3,25.0,1,36.0,0
5,63.0,22,18.0,0
2,102.0,11,30.0,0
6,52.0,31,18.0,0
12,87.0,1,27.0,1
2,119.0,20,39.0,0
2,106.0,29,32.0,0
12,103.5,18,46.0,1
10,10.0,1,37.0,0
8,5.0,27,35.0,0
8,4.0,27,29.0,0
12,105.0,21,57.0,1
12,10.0,26,39.0,1
12,77.5,18,36.0,1
6,122.0,2,18.0,0
12,57.0,18,47.0,1
12,57.0,18,47.0,1
12,29.5,18,59.0,1
7,4.0,27,27.0,0
12,222.0,0,31.0,1
0,5.0,32,34.0,0
0,2.0,9,38.0,0
3,46.0,23,26.0,0
12,46.0,27,32.0,1
8,1.0,3,29.0,0
12,153.0,23,21.0,1
3,6.0,13,24.0,0
2,22.0,14,40.0,0
10,10.0,9,31.0,0
10,9.0,24,30.0,0
10,5.0,10,47.0,0
12,77.0,21,35.0,1
0,3.0,25,22.0,0
1,9.0,5,26.0,0
12,20.0,26,29.0,1
11,168.0,24,37.0,0
1,7.0,7,18.0,0
7,9.0,30,45.0,0
1,4.0,25,18.0,0
4,49.0,11,29.0,0
8,2.0,31,38.0,0
13,265.0,23,41.0,0
11,265.0,14,48.0,0
0,168.0,11,35.0,0
2,64.0,7,37.0,0
12,29.0,27,20.0,1
13,265.0,20,28.0,0
6,125.0,27,21.0,0
8,5.0,21,23.0,0
6,157.0,21,49.0,0
6,105.0,26,19.0,0
1,4.0,0,18.0,0
3,22.0,14,18.0,0
11,68.0,12,34.0,0
6,103.0,21,31.0,0
12,21.0,26,32.0,1
12,111.0,8,27.0,1
12,213.0,0,49.0,1
12,85.0,27,25.0,1
3,47.0,12,31.0,0
11,265.0,1,56.0,0
12,265.0,5,24.0,1
11,137.0,28,36.0,0
12,120.0,20,46.0,1
8,9.0,30,42.0,0
2,18.0,10,31.0,0
0,4.0,12,34.0,0
12,187.0,10,18.0,1
2,78.0,10,44.0,0
11,159.0,6,25.0,0
7,7.0,16,38.0,0
8,9.0,31,26.0,0
6,41.0,30,32.0,0
12,94.0,18,36.0,1
8,6.0,2,32.0,0
3,47.0,11,23.0,0
3,20.0,23,33.0,0
12,60.0,18,38.0,1
4,52.0,8,50.0,0
5,77.0,22,24.0,0
11,209.0,28,42.0,0
12,69.0,26,27.0,1
6,116.0,2,18.0,0
6,80.0,26,30.0,0
0,3.0,0,30.0,0
12,34.0,18,31.0,1
3,60.0,7,42.0,0
6,62.0,3,50.0,0
6,136.0,27,40.0,0
11,160.0,0,31.0,0
7,5.0,22,38.0,0
12,149.5,27,52.0,1
1,6.0,1,26.0,0
8,3.0,18,32.0,0
2,68.0,20,23.0,0
6,74.0,3,43.0,0
11,265.0,25,33.0,0
7,7.0,26,48.0,0
12,23.0,26,44.0,1
2,64.0,6,18.0,0
12,35.0,18,30.0,1
8,5.0,16,28.0,0
13,265.0,9,40.0,0
3,33.0,20,28.0,0
8,6.0,30,28.0,0
12,48.0,22,32.0,1
12,87.0,3,25.0,1
3,13.0,6,37.0,0
13,108.0,9,29.0,0
7,1.0,16,22.0,0
3,35.0,24,26.0,0
1,7.0,0,52.0,0
7,4.0,21,32.0,0
3,16.0,28,32.0,0
6,30.0,27,30.0,0
8,5.0,22,45.0,0
3,35.0,25,40.0,0
2,43.0,12,28.0,0
12,110.0,18,37.0,1
12,204.0,11,43.0,1
8,5.0,2,43.0,0
0,5.0,0,40.0,0
7,4.0,22,60.0,0
6,132.0,19,33.0,0
7,6.0,27,49.0,0
12,265.0,24,35.0,1
13,257.0,9,33.0,0
2,34.0,9,26.0,0
12,90.0,14,60.0,1
12,72.0,31,60.0,1
6,54.0,27,27.0,0
12,102.5,18,38.0,1
4,43.0,24,35.0,0
12,29.0,21,34.0,1
6,97.0,22,24.0,0
7,9.0,18,18.0,0
8,2.0,2,18.0,0
6,66.0,27,18.0,0
3,27.0,9,19.0,0
3,45.0,24,29.0,0
10,9.0,26,31.0,0
6,57.0,3,18.0,0
11,85.0,10,19.0,0
12,30.0,26,32.0,1
3,33.0,14,46.0,0
11,157.0,24,19.0,0
13,253.0,9,28.0,0
6,120.0,19,38.0,0
12,24.5,22,38.0,1
13,265.0,9,28.0,0
12,14.0,18,32.0,1
3,170.0,19,40.0,0
8,10.0,19,32.0,0
12,26.0,15,40.0,1
2,213.0,5,41.0,0
12,66.5,18,49.0,1
6,151.0,22,23.0,0
12,46.0,22,46.0,1
2,109.0,5,18.0,0
6,172.0,18,18.0,0
7,10.0,31,18.0,0
7,6.0,30,30.0,0
7,8.0,27,18.0,0
3,5.0,12,31.0,0
7,9.0,16,18.0,0
11,126.0,5,24.0,0
12,8.5,18,46.0,1
8,1.0,22,21.0,0
12,81.0,14,18.0,1
12,54.0,31,47.0,1
12,92.0,11,25.0,1
11,260.0,29,44.0,0
8,3.0,21,30.0,0
6,151.0,21,23.0,0
12,137.0,16,38.0,1
12,55.0,27,25.0,1
11,199.0,0,54.0,0
12,49.0,18,51.0,1
12,152.0,7,32.0,1
8,8.0,26,27.0,0
2,8.0,28,25.0,0
8,9.0,3,45.0,0
1,9.0,25,18.0,0
2,67.0,5,18.0,0
3,37.0,1,36.0,0
10,5.0,12,18.0,0
6,32.0,21,32.0,0
12,54.0,26,35.0,1
3,17.0,6,27.0,0
12,46.0,19,24.0,1
12,38.0,27,21.0,1
2,6.0,29,23.0,0
2,110.0,32,31.0,0
9,21.0,30,32.0,0
11,244.0,0,34.0,0
12,96.0,21,30.0,1
2,54.0,8,45.0,0
8,10.0,22,32.0,0
8,10.0,22,29.0,0
11,91.0,6,51.0,0
0,1.0,12,43.0,0
10,5.0,9,25.0,0
10,6.0,25,30.0,0
12,30.0,3,25.0,1
12,126.0,25,37.0,1
6,168.0,27,22.0,0
10,1.0,6,31.0,0
12,265.0,8,36.0,1
8,4.0,27,22.0,0
3,9.0,28,44.0,0
8,38.0,27,42.0,0
8,5.0,30,32.0,0
12,10.0,27,39.0,1
3,30.0,0,35.0,0
12,77.0,21,37.0,1
13,148.0,7,35.0,0
3,26.0,29,39.0,0
0,2.0,10,29.0,0
11,76.0,11,29.0,0
6,133.0,22,19.0,0
3,29.0,9,38.0,0
3,6.0,9,28.0,0
13,84.0,20,23.0,0
5,23.0,22,18.0,0
12,82.0,31,47.0,1
12,42.0,18,40.0,1
12,58.0,27,18.0,1
12,17.0,26,27.0,1
13,167.0,7,28.0,0
11,215.0,8,57.0,0
11,194.0,25,33.0,0
6,98.0,21,32.0,0
2,5.0,11,18.0,0
12,21.0,22,19.0,1
2,41.0,29,18.0,0
7,3.0,22,49.0,0
11,176.0,8,21.0,0
11,228.0,13,18.0,0
12,85.0,3,26.0,1
6,45.0,27,18.0,0
8,6.0,2,30.0,0
6,81.0,21,31.0,0
12,56.5,22,22.0,1
6,77.0,22,21.0,0
12,27.5,26,43.0,1
12,26.0,26,40.0,1
12,8.0,21,20.0,1
12,71.0,27,41.0,1
6,61.0,2,24.0,0
8,7.0,3,38.0,0
11,180.0,9,34.0,0
1,4.0,28,34.0,0
11,100.0,32,34.0,0
7,2.0,27,30.0,0
11,135.0,10,32.0,0
10,4.0,0,29.0,0
12,27.0,27,41.0,1
12,56.0,26,42.0,1
11,265.0,23,51.0,0
11,265.0,5,18.0,0
8,2.0,27,18.0,0
7,3.0,26,27.0,0
12,71.0,21,30.0,1
3,25.0,25,43.0,0
1,5.0,1,45.0,0
12,10.0,18,40.0,1
7,2.0,27,30.0,0
5,20.0,3,20.0,0
3,10.0,9,18.0,0
3,26.0,24,45.0,0
13,159.0,24,24.0,0
12,207.0,20,35.0,1
12,47.0,18,32.0,1
7,5.0,18,26.0,0
2,37.0,23,37.0,0
0,2.0,7,26.0,0
8,3.0,18,20.0,0
12,64.5,26,44.0,1
11,116.0,0,28.0,0
3,26.0,9,26.0,0
12,72.5,19,21.0,1
11,65.0,25,19.0,0
9,50.0,27,54.0,0
11,67.0,6,42.0,0
2,97.0,9,45.0,0
13,68.0,14,50.0,0
9,20.0,21,22.0,0
7,7.0,27,31.0,0
6,167.0,16,18.0,0
12,71.0,22,21.0,1
12,68.0,13,26.0,1
3,46.0,20,37.0,0
3,41.0,7,26.0,0
0,4.0,13,50.0,0
12,34.0,27,31.0,1
7,8.0,27,33.0,0
11,228.0,6,34.0,0
7,2.0,27,24.0,0
7,3.0,21,41.0,0
7,1.0,16,29.0,0
7,2.0,19,30.0,0
3,52.0,11,33.0,0
5,67.0,27,56.0,0
12,48.0,22,32.0,1
3,43.0,11,32.0,0
13,244.0,8,25.0,0
8,8.0,18,28.0,0
11,79.0,9,26.0,0
7,9.0,21,23.0,0
7,8.0,22,26.0,0
7,2.0,21,23.0,0
12,72.0,21,26.0,1
2,41.0,8,39.0,0
6,107.0,13,32.0,0
12,221.0,11,29.0,1
12,27.5,3,22.0,1
12,86.0,3,21.0,1
13,88.0,12,27.0,0
12,32.0,26,43.0,1
6,3.0,22,41.0,0
6,99.0,27,18.0,0
7,1.0,18,32.0,0
11,66.0,6,24.0,0
11,60.0,0,55.0,0
12,12.5,26,36.0,1
8,6.0,18,40.0,0
2,13.0,23,59.0,0
12,9.0,31,32.0,1
11,257.0,32,18.0,0
10,8.0,12,26.0,0
12,128.0,29,38.0,1
12,45.0,18,33.0,1
3,25.0,7,18.0,0
12,124.0,26,29.0,1
12,95.0,32,52.0,1
7,7.0,18,31.0,0
11,163.0,5,18.0,0
10,6.0,10,35.0,0
12,188.0,1,37.0,1
8,5.0,2,40.0,0
12,96.5,21,39.0,1
3,44.0,11,33.0,0
6,63.0,16,18.0,0
12,253.0,28,28.0,1
10,9.0,29,40.0,0
12,44.0,27,30.0,1
12,161.0,1,30.0,1
8,9.0,22,26.0,0
12,262.0,11,40.0,1
12,107.0,18,25.0,1
8,2.0,26,37.0,0
3,32.0,23,55.0,0
13,138.0,23,18.0,0
12,66.5,15,37.0,1
7,9.0,19,31.0,0
13,176.0,13,33.0,0
12,43.0,31,30.0,1
12,22.5,31,50.0,1
10,3.0,11,32.0,0
12,15.0,18,45.0,1
12,64.5,21,32.0,1
3,40.0,0,42.0,0
2,109.0,24,29.0,0
12,217.0,9,29.0,1
12,52.0,31,49.0,1
8,9.0,27,26.0,0
13,197.0,23,26.0,0
12,242.0,32,30.0,1
7,7.0,16,21.0,0
8,8.0,18,27.0,0
6,148.0,21,27.0,0
12,83.5,19,22.0,1
12,218.0,24,27.0,1
3,47.0,11,53.0,0
7,5.0,16,27.0,0
12,118.0,29,32.0,1
4,30.0,23,38.0,0
3,9.0,29,23.0,0
13,201.0,7,33.0,0
9,29.0,27,33.0,0
6,75.0,30,41.0,0
7,10.0,18,31.0,0
3,46.0,14,28.0,0
12,49.5,18,34.0,1
12,214.0,28,18.0,1
12,46.0,26,43.0,1
12,21.0,16,33.0,1
13,265.0,11,49.0,0
8,6.0,22,40.0,0
6,119.0,22,30.0,0
13,158.0,11,26.0,0
11,28.0,13,28.0,0
12,68.0,19,23.0,1
11,178.0,5,33.0,0
2,75.0,28,36.0,0
3,11.0,9,18.0,0
7,6.0,27,40.0,0
8,9.0,21,47.0,0
6,24.0,22,25.0,0
2,10.0,9,38.0,0
10,1.0,10,43.0,0
12,205.0,32,18.0,1
11,246.0,10,24.0,0
12,88.5,26,40.0,1
9,35.0,22,29.0,0
8,8.0,16,32.0,0
2,10.0,5,45.0,0
8,9.0,21,49.0,0
11,216.0,12,33.0,0
10,2.0,6,28.0,0
13,239.0,0,32.0,0
11,258.0,11,32.0,0
8,10.0,18,46.0,0
12,142.5,4,50.0,1
12,204.0,29,49.0,1
10,5.0,25,32.0,0
12,42.0,18,33.0,1
11,210.0,14,24.0,0
12,52.0,19,34.0,1
7,3.0,2,25.0,0
3,11.0,10,57.0,0
12,265.0,32,35.0,1
6,20.0,18,33.0,0
2,36.0,14,37.0,0
6,31.0,18,41.0,0
12,15.0,27,42.0,1
11,189.0,9,48.0,0
12,43.5,21,45.0,1
8,2.0,21,18.0,0
12,30.5,22,46.0,1
7,7.0,31,18.0,0
6,104.0,22,45.0,0
12,59.0,18,32.0,1
9,59.0,18,42.0,0
12,52.5,27,24.0,1
11,227.0,9,27.0,0
7,1.0,21,28.0,0
8,5.0,19,49.0,0
3,13.0,23,37.0,0
12,51.5,26,33.0,1
8,4.0,22,30.0,0
10,8.0,11,18.0,0
9,26.0,18,42.0,0
12,60.0,15,22.0,1
8,8.0,27,22.0,0
4,57.0,10,42.0,0
6,41.0,21,41.0,0
8,10.0,27,40.0,0
7,3.0,30,34.0,0
6,80.0,22,32.0,0
12,25.5,18,48.0,1
8,4.0,18,55.0,0
0,4.0,0,25.0,0
6,154.0,16,47.0,0
6,178.0,18,55.0,0
12,131.0,5,24.0,1
3,15.0,28,41.0,0
2,80.0,24,22.0,0
3,21.0,8,26.0,0
13,235.0,32,38.0,0
11,133.0,11,36.0,0
1,1.0,24,36.0,0
6,71.0,22,43.0,0
3,36.0,11,42.0,0
10,2.0,13,28.0,0
12,45.5,19,18.0,1
12,191.0,29,43.0,1
6,84.0,21,37.0,0
3,39.0,9,42.0,0
12,170.0,23,32.0,1
6,127.0,22,23.0,0
6,47.0,22,28.0,0
13,265.0,20,38.0,0
7,10.0,2,51.0,0
6,46.0,26,32.0,0
12,113.5,21,31.0,1
12,45.0,26,40.0,1
12,56.0,26,31.0,1
11,254.0,10,44.0,0
7,2.0,2,26.0,0
12,45.0,27,40.0,1
6,135.0,27,18.0,0
11,246.0,14,40.0,0
12,216.0,1,18.0,1
5,98.0,27,25.0,0
2,110.0,7,31.0,0
11,129.0,0,29.0,0
13,265.0,10,24.0,0
13,130.0,5,44.0,0
8,6.0,21,23.0,0
2,66.0,9,34.0,0
6,166.0,19,27.0,0
2,91.0,20,30.0,0
12,129.0,5,18.0,1
6,32.0,16,41.0,0
12,31.5,22,22.0,1
10,4.0,20,33.0,0
12,178.0,5,22.0,1
6,128.0,27,41.0,0
2,80.0,32,23.0,0
3,43.0,32,25.0,0
10,7.0,10,23.0,0
12,74.0,21,34.0,1
7,4.0,21,28.0,0
12,254.0,9,44.0,1
6,136.0,16,32.0,0
12,68.0,28,18.0,1
8,4.0,2,44.0,0
13,219.0,0,27.0,0
11,265.0,6,27.0,0
11,137.0,5,32.0,0
12,13.0,18,37.0,1
7,5.0,21,18.0,0
6,103.0,27,18.0,0
10,7.0,32,36.0,0
4,22.0,12,24.0,0
13,134.0,13,37.0,0
12,52.0,26,35.0,1
6,109.0,22,45.0,0
7,10.0,27,25.0,0
7,2.0,22,18.0,0
12,27.5,17,43.0,1
10,1.0,5,33.0,0
3,56.0,32,31.0,0
11,107.0,6,29.0,0
10,7.0,11,41.0,0
2,45.0,20,27.0,0
8,2.0,22,34.0,0
6,143.0,21,18.0,0
1,4.0,7,46.0,0
11,80.0,6,23.0,0
3,57.0,7,24.0,0
10,4.0,32,24.0,0
3,37.0,5,33.0,0
7,7.0,30,26.0,0
6,53.0,27,34.0,0
6,147.0,27,26.0,0
11,106.0,28,44.0,0
13,240.0,32,42.0,0
12,85.0,19,25.0,1
2,46.0,28,18.0,0
6,170.0,18,37.0,0
2,86.0,13,24.0,0
0,1.0,23,46.0,0
1,2.0,28,18.0,0
6,10.0,26,20.0,0
12,53.0,26,31.0,1
4,22.0,8,31.0,0
12,98.5,30,28.0,1
0,1.0,24,22.0,0
7,7.0,2,33.0,0
6,172.0,22,49.0,0
8,7.0,18,26.0,0
9,50.0,21,28.0,0
11,240.0,10,43.0,0
12,92.0,7,37.0,1
12,247.0,32,49.0,1
2,143.0,19,23.0,0
8,1.0,30,49.0,0
12,89.0,27,18.0,1
7,4.0,27,52.0,0
12,50.0,19,21.0,1
11,265.0,6,30.0,0
12,196.0,6,18.0,1
11,121.0,1,45.0,0
4,15.0,12,41.0,0
12,34.0,27,39.0,1
12,211.0,8,52.0,1
12,249.0,25,24.0,1
12,84.0,26,33.0,1
4,38.0,12,34.0,0
8,6.0,31,42.0,0
0,3.0,28,26.0,0
12,64.5,17,42.0,1
12,51.0,18,45.0,1
7,10.0,27,32.0,0
6,91.0,16,38.0,0
7,9.0,2,18.0,0
12,79.0,10,18.0,1
12,104.5,18,42.0,1
12,96.0,27,30.0,1
8,1.0,2,49.0,0
6,107.0,16,26.0,0
13,265.0,12,27.0,0
5,57.0,22,26.0,0
8,9.0,3,39.0,0
6,85.0,19,50.0,0
10,7.0,12,40.0,0
2,44.0,8,49.0,0
3,54.0,13,42.0,0
12,73.0,27,33.0,1
12,40.0,27,33.0,1
7,6.0,2,18.0,0
0,3.0,32,35.0,0
2,39.0,6,37.0,0
12,250.0,14,33.0,1
8,8.0,27,26.0,0
10,5.0,23,26.0,0
12,9.5,3,26.0,1
12,22.0,31,50.0,1
12,22.0,18,50.0,1
12,265.0,6,18.0,1
3,37.0,32,18.0,0
8,8.0,26,18.0,0
12,52.0,27,33.0,1
12,59.0,18,35.0,1
3,42.0,1,40.0,0
11,236.0,29,34.0,0
10,2.0,29,34.0,0
6,58.0,2,42.0,0
12,236.0,12,27.0,1
7,6.0,19,27.0,0
3,5.0,14,33.0,0
6,75.0,3,26.0,0
6,60.0,31,37.0,0
8,5.0,16,20.0,0
2,114.0,28,31.0,0
7,2.0,2,40.0,0
1,9.0,7,40.0,0
8,3.0,21,29.0,0
12,77.0,13,28.0,1
12,52.0,26,25.0,1
7,4.0,22,28.0,0
10,5.0,32,19.0,0
8,10.0,21,26.0,0
2,87.0,6,19.0,0
8,4.0,22,37.0,0
6,68.0,19,28.0,0
1,6.0,25,33.0,0
12,128.0,9,19.0,1
12,133.0,7,28.0,1
12,36.0,21,36.0,1
9,10.0,22,38.0,0
4,56.0,14,38.0,0
8,6.0,22,38.0,0
13,91.0,14,28.0,0
12,177.0,12,24.0,1
5,68.0,16,18.0,0
12,30.0,18,31.0,1
12,41.0,30,35.0,1
12,163.0,20,35.0,1
12,77.5,26,36.0,1
7,7.0,31,28.0,0
6,3.0,13,24.0,0
6,74.0,16,30.0,0
12,130.0,6,33.0,1
9,13.0,22,29.0,0
11,208.0,14,18.0,0
12,57.0,22,21.0,1
12,57.0,3,21.0,1
5,104.0,22,37.0,0
12,96.5,27,36.0,1
7,9.0,18,25.0,0
8,8.0,16,27.0,0
4,30.0,8,49.0,0
7,7.0,27,36.0,0
3,14.0,20,32.0,0
4,19.0,11,37.0,0
12,78.0,29,43.0,1
6,180.0,16,27.0,0
8,2.0,27,39.0,0
9,58.0,21,19.0,0
11,153.0,10,22.0,0
6,147.0,26,42.0,0
2,103.0,10,18.0,0
12,99.0,26,30.0,1
12,36.0,18,41.0,1
5,25.0,21,37.0,0
2,20.0,32,31.0,0
6,52.0,21,40.0,0
0,4.0,10,20.0,0
12,101.0,19,25.0,1
6,72.0,21,60.0,0
8,2.0,19,18.0,0
11,69.0,5,32.0,0
8,1.0,31,31.0,0
7,3.0,22,18.0,0
6,134.0,30,38.0,0
8,6.0,16,57.0,0
4,13.0,24,18.0,0
11,86.0,8,30.0,0
8,1.0,16,46.0,0
